id,sentiment
1240790800088403968,
1240791066011488257,
1240796072735375366,
1240799104009150464,
1240804304463822849,
1240807740542537730,
1240807990862606336,
1240808718326853632,
1240810427954499586,
1240813351946653696,
1240815975118696448,
1240822067106209794,
1240824577225154560,
1240824614797717504,
1240825552547782657,
1240825611544920065,
1240829118578479104,
1240830117913538561,
1240830400567693317,
1240831091973464064,
1240831537081434112,
1240834756784336898,
1240835447309418497,
1240836516806443009,
1240845664839442432,
1240847432776323078,
1240853875311214598,
1240854588644876288,
1240855328876630019,
1240864449843671040,
1240865299991343111,
1240871384168796160,
1240872207221473280,
1240873260734128128,
1240875910808719360,
1240878077791567874,
1240895338740879361,
1240897148415336448,
1240898573123944448,
1240898667835506689,
1240916378946863105,
1240938332500168704,
1240966806522810370,
1240972562861039620,
1240999910951890946,
1241001939183124487,
1241004065276022785,
1241017551171260416,
1241018195554770945,
1241022290051112961,
1241030798288945152,
1241033841839661056,
1241034534675722242,
1241036413031698433,
1241036740758048769,
1241047980536455169,
1241049114445578243,
1241054418591797249,
1241056889917620224,
1241057978750566408,
1241058413754417153,
1241065882694156288,
1241068075425857541,
1241075581598433281,
1241078441748959233,
1241080025371144192,
1241080307983548416,
1241086369063190530,
1241088446959104002,
1241088551443410950,
1241088881195233280,
1241091351011160064,
1241092890337652736,
1241093266717782017,
1241096761512468486,
1241098119338737664,
1241101637013233664,
1241103939073904640,
1241104670862594049,
1241106284411322370,
1241107645483962376,
1241108424227614720,
1241112251072794624,
1241118433670049796,
1241118554692427777,
1241125538384707587,
1241140013741387776,
1241153456079024133,
1241155005157122050,
1241158860792045574,
1241159609521504256,
1241160039810904064,
1241161778643558406,
1241174935042744323,
1241179472893706241,
1241184163144724480,
1241184229813354504,
1241185420727029761,
1241186480078204929,
1241186735213535232,
1241187061912174592,
1241188173847228416,
1241194323233968128,
1241195166645575680,
1241201312123031555,
1241202434376192001,
1241205285538193408,
1241209869086179331,
1241210200037699584,
1241210407185985537,
1241210998964416512,
1241212687444365312,
1241213867964989442,
1241217954378928128,
1241221824375140352,
1241225044036108288,
1241231856395313153,
1241235375269404672,
1241242250673369089,
1241242559319588864,
1241243228411760642,
1241248237551575040,
1241280265584087040,
1241284278144524290,
1241288206458523648,
1241349089138290688,
1241356593196937216,
1241361754417848321,
1241363270079901697,
1241363780044537857,
1241367193566228481,
1241373132235014144,
1241379940651749377,
1241390348171120640,
1241398259488141312,
1241399516307357697,
1241401737208123394,
1241403524166094848,
1241404400171732992,
1241406353689714689,
1241412806345396224,
1241422881432711171,
1241424462689579008,
1241425576323407872,
1241429389117665280,
1241431356401422336,
1241440154717487109,
1241441855599976450,
1241444714307637248,
1241444984991211521,
1241445156303355916,
1241445471660490752,
1241453589605650432,
1241454089516519431,
1241455908758192128,
1241457541684453376,
1241457712388603910,
1241459654485520392,
1241461282743758854,
1241462981742997510,
1241463650466107392,
1241467736028520448,
1241469324679942147,
1241478305787908096,
1241479299414126592,
1241480214015852544,
1241483277837438976,
1241491123614474243,
1241493545221054469,
1241496370952970247,
1241499789445017601,
1241500329646026753,
1241502024577036291,
1241505562908639234,
1241506190208708608,
1241508039020199946,
1241513749472837632,
1241514225635405825,
1241514450122915842,
1241515843239936000,
1241518125557977089,
1241521083548827650,
1241521118177001473,
1241521335437651969,
1241524274663481344,
1241525273801129985,
1241526572819124225,
1241527482026729474,
1241531672430067712,
1241537454613512192,
1241537553129447425,
1241538092378525698,
1241541562661851136,
1241541647894228994,
1241542556971909122,
1241544485840007171,
1241546978233708544,
1241547284481019905,
1241548268062085120,
1241549212707246081,
1241551064576360450,
1241553812525064192,
1241556160475549696,
1241558145916428288,
1241558589715742720,
1241564391486734338,
1241565889897680897,
1241566812715786242,
1241587012248965121,
1241589304322818050,
1241592153224118272,
1241593576305369088,
1241594297742434304,
1241597374679543808,
1241598954048872448,
1241599194734919682,
1241603793864843264,
1241605706601635840,
1241655525986664448,
1241723918504701953,
1241725666006982658,
1241737521400123394,
1241737677847789573,
1241737845125021696,
1241740917486358529,
1241742332036349955,
1241745438191034370,
1241755342293393415,
1241761311442124802,
1241761799231410179,
1241771584945299456,
1241772793949290496,
1241774267789971456,
1241780622676447232,
1241782618691178498,
1241785630427938817,
1241792392610496512,
1241794881229443072,
1241795309765898241,
1241797384218259456,
1241798671961935873,
1241800224038727680,
1241801520745717764,
1241804143171428352,
1241804691580862465,
1241807788499705862,
1241810747392434176,
1241815297708834816,
1241815931505893376,
1241822700185825282,
1241824849724608521,
1241825919322542087,
1241832529256157187,
1241834366239518720,
1241838001296216064,
1241839819329867776,
1241841535135735808,
1241844123939803149,
1241844595731968008,
1241854796556046338,
1241855819681054720,
1241856168324034560,
1241861314412261377,
1241861384947642368,
1241861583321645059,
1241870454232678411,
1241872677171867649,
1241872734168236035,
1241873544369274882,
1241876984663162880,
1241878234612084737,
1241878359170338816,
1241883077401612290,
1241887168349589504,
1241887291565658115,
1241897818425397249,
1241899595946434565,
1241899945088737281,
1241903588277768192,
1241903867475845121,
1241909269303373824,
1241909643024011265,
1241910278847188998,
1241911970288128003,
1241911998960381952,
1241912486984548352,
1241912682099310592,
1241912936483950592,
1241915467348008961,
1241916790730559488,
1241921664574722048,
1241922342131023878,
1241934466576236547,
1241937003811426304,
1241946936959270913,
1241960270236463104,
1241962227294445569,
1241967139319406594,
1241985944065961984,
1241995321321959424,
1241996074853810176,
1242003500227321856,
1242005916288835584,
1242018882661093377,
1242031570451607553,
1242046107192037377,
1242070423405236225,
1242104736607875074,
1242108401846542341,
1242108747427778568,
1242109714105860096,
1242115005165842440,
1242120079917166593,
1242122553117851651,
1242129727642570756,
1242132890311258116,
1242133118418661382,
1242135717947543553,
1242136094952632320,
1242136816964206600,
1242142053355655170,
1242143858940612608,
1242148606230122496,
1242162545206722560,
1242167188653592577,
1242167261110194178,
1242171886827712519,
1242174314650251277,
1242175835651653645,
1242175964710342658,
1242178216845914116,
1242178749958893577,
1242179864494473222,
1242180257811177472,
1242181660294164482,
1242183079772512256,
1242184619421773824,
1242185139880419328,
1242192645423681536,
1242193402873163776,
1242196324885368835,
1242197053456998406,
1242197194112933897,
1242198581764857861,
1242200135129600001,
1242208670462640130,
1242211343983423488,
1242216026869239817,
1242218424815751177,
1242219316961054723,
1242219525824745473,
1242220657762381826,
1242223426389114891,
1242227099307520003,
1242229166168256512,
1242230672275542016,
1242238255564763137,
1242240194792873997,
1242240616114905088,
1242242180804157440,
1242243667466870784,
1242245729726365696,
1242246535464865792,
1242256049681227776,
1242262171733708800,
1242262558247010304,
1242262744004517890,
1242265606394728448,
1242267267964043266,
1242268035613892608,
1242269799071260679,
1242270588665827328,
1242271722084216833,
1242272568108658689,
1242272706264993796,
1242274838607085569,
1242276446212685825,
1242280142262673409,
1242283225340403712,
1242288928499142657,
1242290081525829633,
1242296554817544192,
1242297824265543680,
1242303766579367937,
1242335656740864002,
1242355527574851587,
1242369810895458304,
1242427285204066307,
1242447911260217346,
1242447919967420419,
1242449449516855296,
1242451621109534721,
1242453725119156224,
1242454754242019332,
1242457453834334208,
1242457576681373696,
1242467098045136896,
1242468629200777218,
1242483184505421825,
1242483898942140418,
1242485701884686336,
1242486907927437312,
1242487664093171712,
1242492149628678145,
1242496842987864064,
1242506678433542144,
1242526778633191426,
1242529336848195586,
1242529378980020225,
1242530536486080513,
1242537024252522496,
1242538794169118720,
1242539056413790209,
1242540518422151168,
1242540924548403200,
1242550243411079174,
1242550478757601280,
1242551690546630663,
1242562797755682824,
1242578610898243585,
1242579266249752576,
1242584143059271681,
1242603019683987456,
1242608349163765769,
1242614304630657024,
1242619399061856258,
1242621097121644544,
1242630530845118464,
1242631848498319360,
1242632132146708486,
1242632422837157890,
1242634564234862594,
1242635565893177344,
1242637623882997760,
1242640790414921728,
1242643969458221057,
1242644150698348544,
1242644208298741762,
1242645587415179267,
1242656868583067654,
1242658289315467265,
1242664257843531779,
1242665908721422336,
1242668468706725889,
1242672704924405763,
1242697585082728451,
1242704507555000321,
1242716514303827971,
1242720835426811904,
1242739241282613249,
1242799970492833793,
1242807142572326912,
1242810375864815618,
1242812257362296832,
1242814360411668480,
1242815938728206341,
1242817829763715072,
1242821315389726720,
1242826445862379520,
1242829501572231170,
1242832351459258370,
1242833575092686849,
1242863332895281152,
1242868230319988736,
1242871513361113091,
1242872766442938368,
1242873121620836352,
1242874531087290368,
1242877911704784898,
1242880558973272064,
1242886538158997504,
1242891684662456320,
1242892576581009409,
1242893009278193667,
1242902235715076096,
1242902830744141824,
1242906873860435970,
1242917047346049027,
1242920999785574402,
1242923744361922560,
1242924105214627840,
1242924231320576000,
1242924448807821313,
1242927466232139788,
1242935846778609667,
1242940315952087044,
1242940865733177356,
1242948039448420353,
1242955027112550402,
1242956194802778112,
1242956257490800652,
1242965402629607426,
1242971572085940224,
1242975442392539137,
1242982354408390657,
1242983088851832833,
1242983986499948544,
1242988087858192384,
1242994011054518279,
1242994400302632961,
1242994496096346112,
1242997491907194881,
1242999904051400705,
1243001469604777985,
1243005897816842245,
1243007140870139906,
1243007689174716416,
1243013570562011136,
1243018971382767616,
1243023341243502592,
1243038566411886600,
1243042292635664384,
1243043547823116288,
1243052539366563841,
1243053845456064512,
1243059295069130752,
1243065176624152578,
1243068523489792000,
1243074864904200193,
1243106810971787265,
1243109291734654976,
1243136783707254784,
1243165801915523074,
1243166742505041921,
1243168161500889088,
1243173602402295808,
1243176763485716480,
1243181750714609669,
1243183886831685633,
1243184737578938369,
1243191895712505858,
1243194819385548800,
1243197065804554242,
1243203984262860801,
1243205572343676929,
1243206209366351873,
1243207239504101377,
1243213354480648193,
1243213744253083649,
1243239146862383105,
1243240985187897344,
1243241759460687876,
1243245070725328905,
1243247246990327809,
1243263492099993600,
1243264794070675457,
1243265084903702528,
1243271046867955717,
1243276986752962560,
1243278357451673616,
1243279638274674706,
1243294167150800899,
1243300191190626304,
1243305277526589443,
1243320973618819074,
1243327784258359298,
1243328477346095104,
1243334576736534528,
1243337600628396037,
1243338705311600648,
1243344414531039233,
1243349424316862466,
1243349731671244804,
1243351992463790081,
1243352443594977280,
1243353674958733312,
1243354876073185280,
1243355789944750080,
1243360494427070466,
1243361888764702725,
1243362610801594370,
1243372453276962816,
1243379996707770368,
1243384569983668234,
1243385435604144128,
1243398036052512775,
1243400465250828288,
1243410456062001154,
1243411698574176262,
1243414484032471041,
1243443848849821696,
1243451157911085056,
1243455606821879808,
1243483369029206018,
1243508513651003392,
1243517366484512769,
1243522166072672256,
1243534161064775681,
1243536102880956416,
1243543120383545344,
1243544446203039747,
1243545454563995649,
1243547868209778691,
1243554288384839686,
1243562662786727938,
1243566071212396545,
1243571513548300293,
1243571930990612481,
1243579525083975680,
1243580084449132544,
1243583676325257217,
1243589098146856963,
1243590122454634496,
1243592125284880384,
1243607272250642433,
1243615609151160321,
1243618563115692040,
1243619806143807488,
1243623296714674176,
1243627608379539457,
1243628307087753226,
1243632761031852040,
1243635901454000130,
1243645590564753410,
1243653087237148672,
1243654164829306882,
1243657025181102087,
1243657529286066176,
1243657854118236161,
1243659891216130049,
1243659925055836160,
1243662428103159809,
1243666121699536897,
1243684326002298881,
1243684549005017088,
1243685437501321217,
1243686328363036675,
1243689182926692357,
1243690162258956293,
1243691144246169600,
1243696785073332225,
1243697838263074816,
1243701299159457803,
1243707473451790336,
1243711754405908486,
1243713878996942848,
1243715614453174272,
1243719407794257921,
1243722522685616129,
1243722795617603590,
1243724865653231618,
1243725076781920257,
1243730512125947906,
1243732527744860160,
1243733643165675521,
1243736674166886406,
1243736832992477185,
1243747003399573504,
1243755889711964160,
1243760966099238912,
1243762022023598080,
1243767765623767040,
1243779196008226816,
1243781050704318465,
1243785029114892288,
1243796675149418496,
1243811229048672256,
1243825148081442816,
1243858490034184192,
1243871830647222273,
1243896594736361473,
1243898828031315970,
1243901292533051392,
1243909602523185159,
1243916654691717120,
1243927690857656320,
1243930867170512900,
1243931449964638210,
1243947702032961537,
1243955865436258306,
1243965194256224256,
1243965461336936448,
1243970377371582464,
1243971249736384514,
1243975606582349825,
1243977120898039810,
1243981870351765506,
1243985336432234496,
1243985992878612480,
1243989794838827008,
1243992354769506304,
1243995185819901952,
1243999545975083008,
1244005689841930241,
1244005982784696322,
1244013755299532801,
1244015312653168644,
1244015956138975232,
1244027619361705984,
1244029166170890243,
1244031767377588224,
1244034265085550598,
1244035356149911557,
1244036438271954953,
1244038861300342785,
1244043422534643717,
1244044790481801216,
1244052550929846273,
1244053396556038145,
1244054725479276544,
1244055864085843968,
1244061817661460482,
1244062619624931328,
1244068925387812865,
1244069894569619457,
1244073987426209794,
1244076409108099072,
1244077586965311490,
1244079630807523328,
1244081284583952384,
1244081563765100544,
1244084424804720646,
1244084645488189440,
1244085924134375425,
1244087307323322369,
1244090152818900992,
1244092012049154048,
1244096756763115522,
1244096930327781378,
1244100824063762437,
1244107377932034049,
1244111290265677824,
1244112965764296705,
1244121167901995011,
1244138873933963264,
1244148383603986432,
1244552295964164097,0.0
1244556799006527490,-0.006250000000000006
1244568824206295042,0.0
1244580627799855110,0.0
1244588156361551873,0.0
1244609246345469952,0.0
1244614540605771776,0.0
1244614845405814789,-0.026190476190476174
1244620410286673922,0.0
1244622134690766849,0.05000000000000001
1244624299035709442,0.15000000000000002
1244630997028802561,0.2333333333333333
1244632194708103170,-0.3
1244633422779293696,0.0
1244634734623367168,-0.125
1244636973136072706,0.0
1244641438039789571,0.5
1244644359909167104,0.0
1244644409716727808,0.75
1244652130927083520,-0.05
1244656587198914561,0.25
1244657530594308096,0.8
1244660744811053058,0.0
1244672503760539648,0.0
1244673843379073024,0.4
1244675368327327744,0.0
1244675984571469827,-0.05
1244679474911703041,0.10833333333333334
1244679522588352514,0.06666666666666668
1244682299553320961,0.425
1244694446215757824,-0.1
1244696690164142082,1.0
1244697670947500032,0.0
1244708425726124034,0.0
1244708953994469377,0.4
1244710063589089281,0.0
1244710975422574592,-0.0625
1244714361303838721,0.2681818181818182
1244714405515812864,0.05000000000000001
1244718714328678401,0.26666666666666666
1244719053962448897,0.0
1244719124317691910,0.15000000000000002
1244720786923040769,0.45
1244725171354832896,-0.04999999999999999
1244727989117452288,-0.18333333333333332
1244738526236872705,-0.06071428571428573
1244740601431633921,0.0
1244740765772742656,0.06818181818181818
1244741444084158465,0.024999999999999998
1244746781725880320,0.5
1244750005811937280,0.375
1244757544431751171,0.6
1244777338803453952,0.10000000000000002
1244789963155267584,0.08333333333333333
1244794876002283520,0.125
1244802628044939266,0.3666666666666667
1244810251255181312,0.0
1244812608827359239,-0.1
1244840497723535360,-0.05
1244847095984590848,-0.12698412698412698
1244849620045488128,0.3
1244850726637092871,-0.10000000000000002
1244851950807584768,0.35
1244853890442551296,0.31562500000000004
1244855694978953216,0.36071428571428577
1244864508251660289,0.0
1244880459043127298,0.3541666666666667
1244917543938199553,-0.1
1244942725553590272,0.25
1244960751120519170,-0.14583333333333334
1244982469411012610,0.0
1244984331241541632,0.05000000000000001
1244990800200638465,0.0
1245003823409659905,0.0
1245014963216932864,0.0
1245019493207879681,0.0
1245026036498210817,0.05
1245027657705598977,0.0
1245032070742671361,0.0
1245037824052584449,0.3288888888888889
1245039614194302976,0.0
1245043558501036033,0.0
1245043735907438592,0.0
1245046973738164225,0.0
1245064975439269890,0.0
1245076377877057538,0.0
1245076762087677953,0.05000000000000001
1245079708607434752,-0.0625
1245079707332284416,0.4
1245081179117797376,0.125
1245091193245089792,0.26666666666666666
1245091532216111105,0.15000000000000002
1245095694140092416,-0.1875
1245117715607695361,0.0
1245117940414001153,0.15000000000000002
1245122314556997632,0.0
1245126990664851456,0.0
1245128521296613378,0.5
1245139717680701440,0.0
1245143604630347780,-0.8
1245146710105604096,0.0
1245147668323749890,0.0
1245148745236389893,0.6875
1245149537758367746,0.0
1245150049262358529,0.0
1245150697458466816,0.0
1245151387018764289,0.0
1245153520837373954,0.0
1245155154652889088,0.0
1245155756204347393,0.0
1245155799992803330,-0.00833333333333334
1245156058919813120,0.0
1245157159056412674,0.0
1245157252987645952,0.1277777777777778
1245158113990397952,0.0
1245161180995489792,0.1
1245161435317121024,0.0
1245173116227080192,0.0
1245174200572219393,-0.1
1245175084312154112,0.85
1245175094172733445,0.05000000000000001
1245177687322353665,0.0
1245181363545874432,0.25
1245184274590023680,0.4125
1245185921336688647,0.0
1245186026525446147,0.0
1245188816182415360,0.5
1245190870468624386,0.0
1245196041214967814,0.8
1245208929430384640,0.14682539682539686
1245211274818072576,0.0
1245211714330771458,0.22164502164502164
1245216792231858181,0.2
1245225245478436864,0.13636363636363635
1245231289197891584,-0.05
1245238661991538689,0.13636363636363635
1245245290195681282,0.0
1245257489244999681,0.2507936507936508
1245268574589136899,0.0
1245321783764496385,0.14666666666666667
1245335548715323395,0.24051339285714285
1245355093190250496,0.11428571428571432
1245359419279290368,0.8627604166666667
1245366207739502593,0.0
1245369043739009024,0.0
1245371417237037058,0.26666666666666666
1245374273566408707,0.11666666666666667
1245380867884810240,0.3125
1245381998308470786,0.0
1245382300612923394,-0.1875
1245383291869581312,0.3571428571428571
1245385094816239616,0.0
1245387412446068736,0.0
1245390649958023168,0.6
1245394777534861315,0.0
1245396953979965441,0.1875
1245397860188934146,-0.17708333333333334
1245399660732153857,0.13636363636363635
1245406906216329216,0.0
1245418738599460864,0.0
1245424273105321984,0.0
1245427874192076808,0.0
1245431688685072386,0.16477272727272727
1245433190682103809,0.2148148148148148
1245440763992969216,-0.5
1245441342299348993,0.1
1245442007163711488,0.4381944444444444
1245442985652781056,0.1071969696969697
1245450669357535232,-0.02222222222222224
1245456033830653953,1.0
1245458394842042369,0.2
1245476487261761541,0.325
1245481641553862658,0.00710227272727272
1245487544223047688,0.35714285714285715
1245487801837203456,0.3954545454545455
1245489645670055938,0.6
1245502113553285123,0.0
1245503690485702668,0.65
1245505407361024000,0.0
1245520431265742849,0.3666666666666667
1245526634368729088,0.21666666666666667
1245529747112656896,0.0
1245529758294781952,0.5416666666666666
1245530002369675264,0.0
1245530207345348609,0.5
1245531892918648838,0.15000000000000002
1245532587642294279,-0.6
1245533681990549505,0.00833333333333334
1245536715315372033,0.3571428571428571
1245560609124626435,0.4
1245563510609805312,-0.1375
1245564807379550208,0.5
1245566625983664134,0.1214285714285714
1245566659122753536,0.0
1245568273179164672,0.0
1245578623270019072,0.0
1245632691329830914,0.425
1245728605210054656,0.25
1245741907336212480,0.4333333333333333
1245744327747407876,0.0
1245748516346925056,0.0
1245753355839737856,0.0
1245757014938173448,0.0
1245758640277028866,0.75
1245760388559486981,0.0
1245760986788900880,0.0
1245762288117788675,0.0
1245762734106595329,0.0
1245763325239197710,0.0
1245764287269933058,0.0
1245765673218965504,0.0
1245767167083192323,0.15
1245767460189503488,0.0
1245767915418288128,0.0
1245772878668152832,0.0
1245797546829676544,0.5625
1245799867785580544,-0.03333333333333333
1245801748427673600,0.25
1245803226559102977,0.0
1245808786213875713,0.25
1245809963328589824,0.0
1245814161189351425,0.0
1245814966260772866,0.0
1245822047285940224,0.0
1245822478104002562,0.0
1245825344789262337,0.2
1245829923899609088,0.2
1245833268555112452,0.0
1245836063936884736,0.725
1245849021979090950,0.35
1245856516327915521,0.0
1245857406908686336,0.05
1245858273653215233,0.6
1245859283217965057,0.24000000000000005
1245861038307733509,0.08333333333333333
1245862577176887302,0.09523809523809523
1245864495802511362,0.25
1245865591056920576,0.003787878787878785
1245873368198455301,-0.21666666666666667
1245876194815459329,0.3666666666666667
1245882472623005696,0.35
1245890950045597698,0.4785714285714285
1245913541862776832,0.11666666666666665
1245914297529593857,-0.09791666666666668
1245932216770691072,0.0
1245955554008346624,0.26666666666666666
1245956972542713856,0.15000000000000002
1246062531111792645,0.925
1246065836395290624,-0.21666666666666667
1246078057506619393,0.2969047619047619
1246082703759376385,0.0
1246094321763270658,0.3125
1246094691323559936,-0.390625
1246095859340595200,0.546875
1246096065394290688,0.1925
1246097008429092864,0.0
1246097495937052675,-0.08642578125
1246098811438518272,0.546875
1246098955957669888,-0.2
1246099908265836545,0.9765625
1246101643810095104,0.4375
1246102417780944896,0.8
1246103734347685889,-0.14
1246104623489994753,0.3200000000000001
1246105133781581829,0.11454545454545455
1246107736628056070,0.0
1246109858727751681,0.4375
1246110142615171072,1.0
1246111085536538625,0.35
1246112003342528513,0.4375
1246113679516545028,-0.0034090909090909237
1246119737190264833,0.4375
1246122912899203073,0.4375
1246126118094209024,0.16499999999999998
1246130417465536512,0.0
1246130451447713792,0.5
1246131308092424195,-0.05
1246132258597031937,0.0
1246134157652168704,0.0
1246136472463380483,0.17045454545454544
1246142033611218946,0.18333333333333332
1246149344513777664,-0.135
1246153739716583424,0.06818181818181818
1246154850909519875,-0.125
1246158860399677440,0.609375
1246160442252316673,0.1625
1246175831531163652,0.6
1246178790918610944,0.0
1246187842713329665,0.0
1246194034252623877,0.0
1246198473910878208,0.0
1246199524634374148,0.0
1246205237800636417,0.0
1246208511849177090,0.3428571428571429
1246217632380051458,0.13636363636363635
1246217891571261440,0.13636363636363635
1246219269920239617,0.10416666666666667
1246219529816100864,0.0
1246226877913747456,0.0
1246230240722116615,0.1431818181818182
1246233032903643136,0.21875
1246240175430045696,0.4375
1246241441778556931,0.4375
1246243137422491658,0.0
1246249617735417857,-0.5
1246250062923141121,-0.5
1246257274970046464,-0.4
1246261841338093569,0.0
1246262674045964289,-0.056405895691609975
1246265021971042305,0.09999999999999998
1246265274044743683,0.0
1246267456399659009,0.4375
1246272952426999808,0.008333333333333331
